date,cases,deaths,people_fully_vaccinated_per_hundred,daily_vaccinations_per_million
2020-01-01,,,,
2020-01-02,,,,
2020-01-03,,,,
2020-01-04,,,,
2020-01-05,,,,
2020-01-06,,,,
2020-01-07,,,,
2020-01-08,,,,
2020-01-09,,,,
2020-01-10,,,,
2020-01-11,,,,
2020-01-12,,,,
2020-01-13,,,,
2020-01-14,,,,
2020-01-15,,,,
2020-01-16,,,,
2020-01-17,,,,
2020-01-18,,,,
2020-01-19,,,,
2020-01-20,,,,
2020-01-21,,,,
2020-01-22,,,,
2020-01-23,,,,
2020-01-24,,,,
2020-01-25,,,,
2020-01-26,,,,
2020-01-27,,,,
2020-01-28,,,,
2020-01-29,,,,
2020-01-30,,,,
2020-01-31,,,,
2020-02-01,,,,
2020-02-02,,,,
2020-02-03,,,,
2020-02-04,,,,
2020-02-05,,,,
2020-02-06,,,,
2020-02-07,,,,
2020-02-08,,,,
2020-02-09,,,,
2020-02-10,,,,
2020-02-11,,,,
2020-02-12,,,,
2020-02-13,,,,
2020-02-14,,,,
2020-02-15,,,,
2020-02-16,,,,
2020-02-17,,,,
2020-02-18,,,,
2020-02-19,,,,
2020-02-20,,,,
2020-02-21,,,,
2020-02-22,,,,
2020-02-23,,,,
2020-02-24,,,,
2020-02-25,,,,
2020-02-26,,,,
2020-02-27,,,,
2020-02-28,,,,
2020-02-29,,,,
2020-03-01,,,,
2020-03-02,,,,
2020-03-03,,,,
2020-03-04,2.0,,,
2020-03-05,2.0,,,
2020-03-06,3.0,,,
2020-03-07,5.0,,,
2020-03-08,5.0,,,
2020-03-09,5.0,,,
2020-03-10,6.0,,,
2020-03-11,9.0,,,
2020-03-12,9.0,,,
2020-03-13,9.0,0.0,,
2020-03-14,12.0,0.0,,
2020-03-15,12.0,0.0,,
2020-03-16,18.0,0.0,,
2020-03-17,20.0,0.0,,
2020-03-18,28.0,0.0,,
2020-03-19,44.0,0.0,,
2020-03-20,65.0,0.0,,
2020-03-21,104.0,1.0,,
2020-03-22,152.0,2.0,,
2020-03-23,265.0,2.0,,
2020-03-24,357.0,5.0,,
2020-03-25,450.0,6.0,,
2020-03-26,577.0,8.0,,
