date,cases,deaths,people_fully_vaccinated_per_hundred,daily_vaccinations_per_million,w1_change_cases,w1_change_deaths,w2_change_cases,w2_change_deaths
2020-03-09,,,,,,,,
2020-03-10,0.0,,,,0,,1,
2020-03-11,0.0,,,,1,,1,
2020-03-12,1.0,,,,1,,1,
2020-03-13,1.0,0.0,,,1,0,1,0
2020-03-14,1.0,0.0,,,1,0,1,1
2020-03-15,1.0,0.0,,,0,0,1,0
2020-03-16,1.0,0.0,,,1,0,1,1
2020-03-17,1.0,0.0,,,1,0,1,1
2020-03-18,6.0,0.0,,,0.16666666666666666,0,1,0
2020-03-19,15.0,0.0,,,0.26666666666666666,0,0.7333333333333333,0
2020-03-20,20.0,0.0,,,0.2,0,0.45,0
2020-03-21,28.0,0.0,,,0.39285714285714285,1,0.17857142857142858,0
2020-03-22,28.0,0.0,,,0.6071428571428571,0,0.75,0
2020-03-23,30.0,0.0,,,0.26666666666666666,1,0.5333333333333333,0
2020-03-24,33.0,0.0,,,0.21212121212121213,1,0.2727272727272727,1
2020-03-25,39.0,0.0,,,0.41025641025641024,0,0.20512820512820512,0
2020-03-26,52.0,0.0,,,0.1346153846153846,0,0.09615384615384616,1
2020-03-27,61.0,0.0,,,0.08196721311475409,0,0.0,1
2020-03-28,80.0,1.0,,,-0.075,-1.0,-0.05,0.0
2020-03-29,97.0,1.0,,,0.041237113402061855,0,-0.020618556701030927,1.0
2020-03-30,107.0,2.0,,,0.07476635514018691,-0.5,0.12149532710280374,-0.5
2020-03-31,117.0,3.0,,,0.017094017094017096,0.0,0.0,0.0
2020-04-01,139.0,3.0,,,-0.05755395683453238,0,0.007194244604316547,0
2020-04-02,159.0,3.0,,,-0.012578616352201259,0.3333333333333333,0.050314465408805034,0
2020-04-03,173.0,3.0,,,-0.028901734104046242,0.3333333333333333,0.18497109826589594,0
2020-04-04,186.0,3.0,,,0.010752688172043012,0.3333333333333333,0.41397849462365593,0
2020-04-05,207.0,3.0,,,-0.028985507246376812,0.3333333333333333,0.16908212560386474,0.3333333333333333
2020-04-06,225.0,3.0,,,0.022222222222222223,0,0.10666666666666667,1.0
2020-04-07,237.0,4.0,,,-0.008438818565400843,0.0,0.02531645569620253,-0.25
2020-04-08,251.0,4.0,,,0.035856573705179286,0,0.07569721115537849,0.25
2020-04-09,269.0,5.0,,,0.03717472118959108,-0.2,0.05204460966542751,0.0
2020-04-10,278.0,6.0,,,0.13309352517985612,-0.16666666666666666,0.10431654676258993,-0.16666666666666666
2020-04-11,293.0,7.0,,,0.25597269624573377,-0.14285714285714285,0.13993174061433447,0.0
2020-04-12,308.0,8.0,,,0.1331168831168831,0.0,0.1590909090909091,0.0
2020-04-13,331.0,8.0,,,0.05740181268882175,0.375,0.15709969788519637,0.25
2020-04-14,341.0,9.0,,,0.02346041055718475,-0.1111111111111111,0.11436950146627566,-0.1111111111111111
2020-04-15,364.0,9.0,,,0.027472527472527472,0.1111111111111111,0.0521978021978022,0
2020-04-16,392.0,9.0,,,0.01020408163265306,0.1111111111111111,0.015306122448979591,0
2020-04-17,438.0,9.0,,,-0.0182648401826484,0,-0.0136986301369863,0.4444444444444444
2020-04-18,528.0,9.0,,,-0.06439393939393939,0.1111111111111111,-0.08333333333333333,0.1111111111111111
2020-04-19,584.0,10.0,,,0.0136986301369863,0.0,-0.030821917808219176,0.0
2020-04-20,626.0,13.0,,,0.052715654952076675,-0.07692307692307693,-0.012779552715654952,-0.23076923076923078
2020-04-21,644.0,13.0,,,0.04813664596273292,0,0.03260869565217391,0
2020-04-22,677.0,14.0,,,0.013293943870014771,-0.07142857142857142,0.033973412112259974,0.35714285714285715
2020-04-23,709.0,15.0,,,0.0028208744710860366,-0.06666666666666667,0.023977433004231313,-0.06666666666666667
2020-04-24,747.0,15.0,,,0.002677376171352075,0.26666666666666666,0.020080321285140562,0.13333333333333333
2020-04-25,803.0,16.0,,,-0.012453300124533,0.0,-0.019925280199252802,0.0625
2020-04-26,867.0,17.0,,,-0.029988465974625143,0.0,-0.04382929642445214,-0.058823529411764705
2020-04-27,942.0,19.0,,,-0.0435244161358811,-0.10526315789473684,-0.05201698513800425,-0.05263157894736842
2020-04-28,991.0,19.0,,,-0.010090817356205853,0,0.0030272452068617556,0.10526315789473684
2020-04-29,1033.0,19.0,,,0.013552758954501452,0.3157894736842105,0.030977734753146177,0.10526315789473684
2020-04-30,1067.0,19.0,,,0.014058106841611996,0,0.030927835051546393,0
2020-05-01,1107.0,23.0,,,0.011743450767841012,-0.08695652173913043,0.00993676603432701,-0.08695652173913043
2020-05-02,1153.0,24.0,,,-0.005203816131830009,0.041666666666666664,0.03555941023417172,-0.041666666666666664
2020-05-03,1191.0,25.0,,,-0.010075566750629723,-0.04,0.0109151973131822,0.0
2020-05-04,1225.0,25.0,,,-0.006530612244897959,0.04,-0.0024489795918367346,0.04
2020-05-05,1264.0,25.0,,,0.010284810126582278,0.08,0.01661392405063291,0.04
2020-05-06,1320.0,31.0,,,0.013636363636363636,-0.12903225806451613,0.01893939393939394,-0.06451612903225806
2020-05-07,1369.0,31.0,,,0.013148283418553688,0,0.03360116873630387,0.06451612903225806
2020-05-08,1422.0,33.0,,,-0.0014064697609001407,0.0,0.011954992967651195,-0.030303030303030304
2020-05-09,1462.0,35.0,,,0.032147742818057455,-0.05714285714285714,0.006155950752393981,-0.05714285714285714
2020-05-10,1488.0,35.0,,,0.016801075268817203,0.02857142857142857,0.01881720430107527,0.02857142857142857
2020-05-11,1514.0,36.0,,,0.0033025099075297227,0.0,0.009247027741083224,0.0
2020-05-12,1566.0,38.0,,,0.005108556832694764,-0.02631578947368421,-0.005747126436781609,-0.05263157894736842
2020-05-13,1640.0,40.0,,,0.00426829268292683,0.05,-0.03475609756097561,0.075
2020-05-14,1707.0,40.0,,,0.016403046280023433,0.05,-0.015231400117164616,0.025
2020-05-15,1758.0,42.0,,,0.01080773606370876,-0.023809523809523808,-0.006257110352673493,0.0
2020-05-16,1845.0,42.0,,,-0.020596205962059622,0,-0.02872628726287263,0.023809523809523808
2020-05-17,1896.0,43.0,,,0.0015822784810126582,0.0,-0.014767932489451477,0.0
2020-05-18,1927.0,44.0,,,0.00467047223663726,0.0,0.008303061754021795,-0.022727272727272728
2020-05-19,1987.0,45.0,,,-0.008555611474584801,-0.022222222222222223,-0.019124308002013084,0.06666666666666667
2020-05-20,2068.0,49.0,,,-0.030947775628626693,0.02040816326530612,-0.02321083172147002,-0.061224489795918366
2020-05-21,2163.0,51.0,,,-0.024965325936199722,-0.0196078431372549,-0.0319001386962552,-0.0392156862745098
2020-05-22,2233.0,52.0,,,-0.013434841021047918,0.019230769230769232,-0.013434841021047918,0.07692307692307693
2020-05-23,2282.0,52.0,,,-0.006573181419807186,0.019230769230769232,0.009640666082383873,0.019230769230769232
2020-05-24,2336.0,53.0,,,-0.013270547945205479,0.0,-0.004280821917808219,-0.018867924528301886
2020-05-25,2376.0,54.0,,,0.002946127946127946,-0.018518518518518517,-0.008838383838383838,-0.018518518518518517
2020-05-26,2419.0,54.0,,,-0.0086812732534105,0.07407407407407407,-0.0086812732534105,0
2020-05-27,2436.0,59.0,,,0.006568144499178982,-0.06779661016949153,0.009441707717569787,-0.06779661016949153
2020-05-28,2477.0,60.0,,,-0.006055712555510699,-0.016666666666666666,-0.0012111425111021397,0.0
2020-05-29,2517.0,62.0,,,0.0,0.04838709677419355,-0.0015891934843067143,-0.03225806451612903
2020-05-30,2551.0,63.0,,,0.014504116032928263,0.0,0.0031360250882007056,-0.015873015873015872
2020-05-31,2574.0,64.0,,,0.008158508158508158,-0.015625,-0.0003885003885003885,-0.015625
2020-06-01,2621.0,64.0,,,-0.0106829454406715,0,-0.009538344143456695,0
2020-06-02,2643.0,68.0,,,0.0,-0.058823529411764705,0.00037835792659856227,-0.058823529411764705
2020-06-03,2676.0,69.0,,,0.002615844544095665,0.0,0.002242152466367713,0.0
2020-06-04,2702.0,69.0,,,0.0044411547002220575,0.014492753623188406,0.0011102886750555144,0.043478260869565216
2020-06-05,2742.0,74.0,,,-0.0014587892049598833,-0.06756756756756757,-0.0029175784099197666,-0.05405405405405406
2020-06-06,2813.0,75.0,,,-0.010309278350515464,-0.013333333333333334,-0.016352648418059012,-0.013333333333333334
2020-06-07,2857.0,75.0,,,-0.0077003850192509625,0,-0.002450122506125306,0.013333333333333334
2020-06-08,2876.0,75.0,,,0.001043115438108484,0,0.002086230876216968,0
2020-06-09,2898.0,75.0,,,0.0003450655624568668,0,-0.005175983436853002,0.013333333333333334
2020-06-10,2938.0,76.0,,,-0.0003403675970047651,0.0,0.0003403675970047651,0.013157894736842105
2020-06-11,2976.0,77.0,,,-0.0030241935483870967,0.025974025974025976,-0.0020161290322580645,0.0
2020-06-12,3012.0,77.0,,,-0.0013280212483399733,0.012987012987012988,-0.0026560424966799467,0
2020-06-13,3054.0,77.0,,,-0.005566470203012442,0,-0.0016371971185330713,0
2020-06-14,3076.0,77.0,,,0.004876462938881665,0.012987012987012988,0.0042262678803641094,0.012987012987012988
2020-06-15,3098.0,77.0,,,0.0009683666881859264,0,0.007746933505487412,0
2020-06-16,3121.0,77.0,,,-0.00512656199935918,0.012987012987012988,0.004806151874399231,0
2020-06-17,3160.0,78.0,,,0.0006329113924050633,0.01282051282051282,0.0,0.0
2020-06-18,3189.0,81.0,,,0.0009407337723424271,-0.024691358024691357,0.004390090937597993,-0.037037037037037035
2020-06-19,3221.0,82.0,,,-0.0012418503570319776,-0.012195121951219513,0.009624340266997827,-0.012195121951219513
2020-06-20,3246.0,82.0,,,0.0036968576709796672,0,0.009858287122612447,0
2020-06-21,3283.0,83.0,,,-0.0006091989034419738,0.0,-0.0003045994517209869,-0.012048192771084338
2020-06-22,3308.0,83.0,,,0.0063482466747279325,0,0.0024183796856106408,0
2020-06-23,3315.0,84.0,,,0.009351432880844645,-0.011904761904761904,0.013273001508295626,0.03571428571428571
2020-06-24,3356.0,86.0,,,-0.0005959475566150178,-0.011627906976744186,0.009535160905840286,-0.06976744186046512
2020-06-25,3388.0,87.0,,,0.003246753246753247,-0.011494252873563218,0.01977567886658796,-0.011494252873563218
2020-06-26,3416.0,87.0,,,0.010245901639344262,0,0.01639344262295082,0
2020-06-27,3453.0,87.0,,,0.005792064871126557,0,0.014769765421372719,0.022988505747126436
2020-06-28,3488.0,88.0,,,0.00028669724770642203,-0.011363636363636364,0.016055045871559634,-0.011363636363636364
2020-06-29,3534.0,88.0,,,-0.0036785512167515563,0,0.01584606677985286,0
2020-06-30,3572.0,88.0,,,0.003639417693169093,0.045454545454545456,0.004479283314669653,0.011363636363636364
2020-07-01,3611.0,89.0,,,0.009415674328440876,-0.056179775280898875,0.008861811132650235,-0.011235955056179775
2020-07-02,3654.0,89.0,,,0.01532567049808429,0,0.016420361247947456,0.011235955056179775
2020-07-03,3717.0,89.0,,,0.005649717514124294,0,0.015873015873015872,0.011235955056179775
2020-07-04,3774.0,89.0,,,0.008214096449390567,0.02247191011235955,0.015368309485956544,0
2020-07-05,3810.0,89.0,,,0.014435695538057743,0,0.02020997375328084,0.02247191011235955
2020-07-06,3843.0,89.0,,,0.01795472287275566,0,0.018995576372625552,0.011235955056179775
2020-07-07,3894.0,93.0,,,0.0007704160246533128,-0.03225806451612903,0.007960965588084233,-0.03225806451612903
2020-07-08,3967.0,89.0,,,-0.0005041593143433325,0.0449438202247191,0.0216788505167633,0.06741573033707865
2020-07-09,4066.0,89.0,,,0.000983767830791933,0.011235955056179775,0.006394490900147565,0.011235955056179775
2020-07-10,4150.0,89.0,,,0.009156626506024097,0.011235955056179775,0.009156626506024097,0.02247191011235955
2020-07-11,4238.0,91.0,,,0.006370929683813119,-0.02197802197802198,0.00778669183577159,-0.02197802197802198
2020-07-12,4329.0,91.0,,,0.005082005082005082,0.02197802197802198,0.01131901131901132,0
2020-07-13,4431.0,91.0,,,0.0009027307605506658,0.01098901098901099,0.002031144211238998,0
2020-07-14,4485.0,92.0,,,0.006243032329988852,0.0,0.021627647714604237,0.0
2020-07-15,4556.0,92.0,,,0.019315188762071993,0.021739130434782608,0.003950834064969272,0.021739130434782608
2020-07-16,4659.0,93.0,,,0.00472204335694355,0.0,-0.006653788366602275,0.0
2020-07-17,4781.0,94.0,,,0.0,0.010638297872340425,0.009412256850031374,-0.010638297872340425
2020-07-18,4896.0,94.0,,,0.0012254901960784314,0,0.003472222222222222,0
2020-07-19,5009.0,96.0,,,0.0053902974645637855,-0.020833333333333332,-0.011179876222798962,0.0
2020-07-20,5115.0,97.0,,,0.0009775171065493646,-0.010309278350515464,0.004105571847507331,-0.010309278350515464
2020-07-21,5197.0,98.0,,,0.013276890513757937,0.0,0.012892053107562055,0.01020408163265306
2020-07-22,5356.0,100.0,,,-0.013069454817027632,0.0,-0.006908140403286034,-0.01
2020-07-23,5481.0,101.0,,,-0.009669768290457946,0.0,-0.0005473453749315818,0.0
2020-07-24,5603.0,103.0,,,0.008031411743708727,-0.019417475728155338,0.0048188470462252365,-0.009708737864077669
2020-07-25,5724.0,103.0,,,0.0019217330538085255,0,0.01013277428371768,0.019417475728155338
2020-07-26,5864.0,103.0,,,-0.014154160982264666,0.019417475728155338,-0.008356070941336972,0
2020-07-27,5975.0,103.0,,,0.002677824267782427,0,0.0010041841004184101,0.009708737864077669
2020-07-28,6126.0,104.0,,,-0.000326477309826967,0.009615384615384616,0.002938295788442703,0.038461538461538464
2020-07-29,6215.0,106.0,,,0.005309734513274336,-0.009433962264150943,-0.00032180209171359613,0.0
2020-07-30,6287.0,107.0,,,0.00795291872117067,0.0,0.020359471926196915,-0.009345794392523364
2020-07-31,6454.0,107.0,,,-0.0027889680818097306,0.009345794392523364,-0.0023241400681747754,0.009345794392523364
2020-08-01,6586.0,107.0,,,0.007136349832979046,0.018691588785046728,-0.001366535074400243,0
2020-08-02,6643.0,109.0,,,0.005118169501731146,-0.01834862385321101,0.012945958151437604,0.01834862385321101
2020-08-03,6770.0,109.0,,,-0.0014771048744460858,0.009174311926605505,-0.010044313146233382,0.009174311926605505
2020-08-04,6919.0,111.0,,,0.0028905911258852437,0.02702702702702703,-0.002312472900708195,0.0
2020-08-05,7041.0,112.0,,,-0.004970884817497514,0.008928571428571428,0.009373668512995313,0.008928571428571428
2020-08-06,7163.0,113.0,,,0.010889292196007259,-0.008849557522123894,0.021220159151193633,-0.008849557522123894
2020-08-07,7312.0,114.0,,,0.00041028446389496716,0.0,0.011214442013129104,0.008771929824561403
2020-08-08,7491.0,116.0,,,-0.007475637431584568,-0.017241379310344827,0.010279001468428781,-0.017241379310344827
2020-08-09,7582.0,116.0,,,0.006858348720654181,0.034482758620689655,0.0061988921128989715,0.034482758620689655
2020-08-10,7699.0,117.0,,,-0.0075334459020652035,0.0,0.0011689829848032212,-0.008547008547008548
2020-08-11,7868.0,122.0,,,-0.004575495678698526,-0.02459016393442623,0.00813421453990849,-0.02459016393442623
2020-08-12,7955.0,124.0,,,0.012696417347580138,0.0,0.01835323695788812,-0.016129032258064516
2020-08-13,8155.0,124.0,,,0.009074187614960148,0,0.01618638871857756,0.008064516129032258
2020-08-14,8307.0,125.0,,,0.009510051763572891,0.008,0.018658962320934152,-0.008
2020-08-15,8430.0,125.0,,,0.015776986951364175,0,0.029537366548042704,0.016
2020-08-16,8573.0,129.0,,,-0.0005832264084917765,0.0,0.009098331972471714,-0.031007751937984496
2020-08-17,8632.0,130.0,,,0.007761816496756255,-0.007692307692307693,0.006371640407784986,0.007692307692307693
2020-08-18,8765.0,132.0,,,0.011409013120365089,0.0,0.006731317741015402,0.0
2020-08-19,8953.0,134.0,,,0.005026248184965933,-0.014925373134328358,0.008600469116497263,0.007462686567164179
2020-08-20,9227.0,134.0,,,0.006285900075864311,0.007462686567164179,0.009212094938766664,0.014925373134328358
2020-08-21,9458.0,136.0,,,0.008035525481074222,-0.014705882352941176,0.011524635229435398,-0.014705882352941176
2020-08-22,9714.0,136.0,,,0.01194152769199094,0.014705882352941176,0.01019147621988882,0.03676470588235294
2020-08-23,9852.0,140.0,,,0.008424685343077548,-0.02857142857142857,0.016240357287860333,-0.02142857142857143
2020-08-24,9978.0,140.0,,,-0.0012026458208057728,0.014285714285714285,0.004309480857887352,0
2020-08-25,10211.0,142.0,,,-0.004015277641758888,0.0,-0.015571442561943002,-0.014084507042253521
2020-08-26,10444.0,142.0,,,0.003063960168517809,0.02112676056338028,0.00028724626579854464,0
2020-08-27,10776.0,143.0,,,0.0025055679287305124,0.006993006993006993,0.00027839643652561246,0.013986013986013986
2020-08-28,11083.0,143.0,,,0.002977533158891997,0,-0.005955066317783994,0
2020-08-29,11455.0,145.0,,,-0.0014840680925360104,0.020689655172413793,0.008206023570493234,0.034482758620689655
2020-08-30,11676.0,145.0,,,0.006594724220623501,0.006896551724137931,0.017814319972593355,0.006896551724137931
2020-08-31,11790.0,147.0,,,0.004664970313825276,-0.013605442176870748,0.011704834605597965,0.0
2020-09-01,11982.0,149.0,,,-0.00984810549157069,-0.013422818791946308,0.0033383408446002335,0.0
2020-09-02,12247.0,152.0,,,-0.002367926839225933,-0.019736842105263157,0.0,-0.019736842105263157
2020-09-03,12606.0,154.0,,,-0.0019038553069966682,0.006493506493506494,0.002617801047120419,0.05194805194805195
2020-09-04,12946.0,154.0,,,-0.007647149698748648,0,0.012745249497914413,0.012987012987012988
2020-09-05,13301.0,159.0,,,0.00834523720021051,0.012578616352201259,0.001729193293737313,0.018867924528301886
2020-09-06,13599.0,160.0,,,0.009633061254504008,0.0,0.003970880211780278,-0.00625
2020-09-07,13768.0,160.0,,,0.0060284718187100525,0.0125,0.008352701917489831,0.00625
2020-09-08,13842.0,160.0,,,0.011414535471752637,0.0125,0.0137263401242595,0.01875
2020-09-09,14078.0,160.0,,,0.00205995169768433,0,0.016763744850120756,0.04375
2020-09-10,14413.0,163.0,,,0.003954763061125373,0.04294478527607362,0.009158398667869284,0.04294478527607362
2020-09-11,14654.0,163.0,,,0.018015558891770166,0.012269938650306749,0.012965743141804285,0.03680981595092025
2020-09-12,15120.0,170.0,,,-0.00582010582010582,0.0058823529411764705,0.00205026455026455,0.0058823529411764705
2020-09-13,15549.0,171.0,,,-0.00495208695092932,-0.005847953216374269,-0.005659527943919223,0.017543859649122806
2020-09-14,15801.0,173.0,,,0.002025188279222834,-0.005780346820809248,0.00044300993607999494,0.005780346820809248
2020-09-15,16033.0,175.0,,,0.0019958834903012535,0.005714285714285714,0.011663444146447951,0.017142857142857144
2020-09-16,16298.0,175.0,,,0.012700944901214872,0.04,0.01098294269235489,0.04
2020-09-17,16690.0,185.0,,,0.004493708807669263,0.0,-0.0014979029358897543,0.0
2020-09-18,17195.0,187.0,,,-0.004303576621110788,0.0213903743315508,-0.0019773189880779294,0.03208556149732621
2020-09-19,17573.0,195.0,,,0.00677175211972913,0.0,0.003698856199852046,-0.005128205128205128
2020-09-20,17925.0,195.0,,,-0.0006136680613668061,0.020512820512820513,0.003291492329149233,0.015384615384615385
2020-09-21,18209.0,196.0,,,-0.00137294744357186,0.01020408163265306,0.0014827832390576089,0.01020408163265306
2020-09-22,18473.0,199.0,,,0.008390624154170951,0.010050251256281407,0.012883668056081848,0.005025125628140704
2020-09-23,18945.0,206.0,,,-0.0014779625230931645,0.0,0.0009501187648456057,0.0825242718446602
2020-09-24,19412.0,216.0,,,-0.005151452709664125,0.0,0.00288481351741191,-0.018518518518518517
2020-09-25,19843.0,222.0,,,0.0020158242201280046,0.009009009009009009,0.010734263972181626,0.02252252252252252
2020-09-26,20340.0,230.0,,,-0.002654867256637168,-0.004347826086956522,0.0049655850540806295,0.030434782608695653
2020-09-27,20681.0,234.0,,,0.003384749286784972,-0.004273504273504274,0.014312654126976451,-0.004273504273504274
2020-09-28,20940.0,237.0,,,0.0024832855778414518,0.0,0.010219675262655206,0.016877637130801686
2020-09-29,21359.0,242.0,,,0.0038859497167470385,-0.004132231404958678,0.003324125661313732,0.028925619834710745
2020-09-30,21803.0,249.0,,,0.0021098014034765856,0.06827309236947791,0.010044489290464614,0.004016064257028112
2020-10-01,22170.0,259.0,,,0.0070365358592692825,-0.015444015444015444,0.014839873703202526,-0.019305019305019305
2020-10-02,22641.0,267.0,,,0.007641005255951593,0.011235955056179775,0.018064573119561857,0.03745318352059925
2020-10-03,23084.0,274.0,,,0.006714607520360423,0.029197080291970802,0.014208975914053023,0.014598540145985401
2020-10-04,23495.0,277.0,,,0.009619067886784422,0.0,0.012853798680570334,0.007220216606498195
2020-10-05,23806.0,280.0,,,0.006805007141056876,0.014285714285714285,0.014576157271276148,0.0035714285714285713
2020-10-06,24308.0,284.0,,,-0.0004936646371564917,0.028169014084507043,0.022502879710383412,0.0
2020-10-07,24798.0,308.0,,,0.006976369062021131,-0.05194805194805195,0.0012501008145818211,-0.045454545454545456
2020-10-08,25321.0,314.0,,,0.0068322736068875635,-0.0031847133757961785,0.02073377828679752,-0.01910828025477707
2020-10-09,25965.0,325.0,,,0.009089158482572694,0.021538461538461538,0.009705372616984401,0.021538461538461538
2020-10-10,26563.0,340.0,,,0.006512818582238452,-0.011764705882352941,0.013891503218762941,-0.020588235294117647
2020-10-11,27200.0,343.0,,,0.0027941176470588237,0.0058309037900874635,0.007794117647058824,0.014577259475218658
2020-10-12,27673.0,350.0,,,0.00668521663715535,-0.008571428571428572,0.002132042062660355,-0.002857142857142857
2020-10-13,28163.0,362.0,,,0.019848737705500125,-0.022099447513812154,0.014664630898696872,0.0055248618784530384
2020-10-14,28826.0,370.0,,,-0.0049261083743842365,0.005405405405405406,0.005377090126968709,0.010810810810810811
2020-10-15,29522.0,375.0,,,0.01192331142876499,-0.013333333333333334,0.018020459318474357,0.016
2020-10-16,30402.0,393.0,,,0.000526281165712782,0.0,0.01638050128281034,-0.01272264631043257
2020-10-17,31173.0,404.0,,,0.006287492381227344,-0.007425742574257425,0.02213453950534116,0.0024752475247524753
2020-10-18,31886.0,409.0,,,0.004265194756319388,0.007334963325183374,0.013705074327290975,0.004889975550122249
2020-10-19,32544.0,413.0,,,-0.0038716814159292035,0.004842615012106538,0.009494837758112095,0.012106537530266344
2020-10-20,33593.0,417.0,,,-0.004346143541809305,0.023980815347721823,0.005120114309528771,0.026378896882494004
2020-10-21,34114.0,427.0,,,0.008706103066189835,0.00468384074941452,0.01908307439760802,0.00468384074941452
2020-10-22,35162.0,427.0,,,0.0051191627324953075,0.02576112412177986,0.014902451510153005,0.06791569086651054
2020-10-23,36058.0,445.0,,,0.013367352598591158,-0.011235955056179775,0.02520938487991569,-0.0022471910112359553
2020-10-24,37025.0,453.0,,,0.013342336259284267,0.008830022075055188,0.018338960162052668,0.01545253863134658
2020-10-25,37874.0,461.0,,,0.007947404551935365,-0.0021691973969631237,0.007076094418334477,0.006507592190889371
2020-10-26,38406.0,467.0,,,0.011326355256991095,0.006423982869379015,0.016169348539290737,-0.0021413276231263384
2020-10-27,39309.0,481.0,,,0.008089750438830801,0.002079002079002079,0.0011193365387061488,-0.029106029106029108
2020-10-28,40127.0,493.0,,,0.00882199018117477,0.0,0.006928003588606175,0.060851926977687626
2020-10-29,41355.0,504.0,,,0.008318220287752387,0.03571428571428571,0.014677789868214242,0.001984126984126984
2020-10-30,42733.0,517.0,,,0.009992277630870756,0.007736943907156673,0.002620925280228395,-0.005802707930367505
2020-10-31,44194.0,529.0,,,0.004186088609313482,0.005671077504725898,0.01964067520477893,0.013232514177693762
2020-11-01,45344.0,536.0,,,-0.0007277699364855329,0.007462686567164179,-0.004190190543401553,0.005597014925373134
2020-11-02,46311.0,545.0,,,0.00401632441536568,-0.007339449541284404,0.0025263976161171214,-0.003669724770642202
2020-11-03,47532.0,560.0,,,-0.005764537574686527,-0.026785714285714284,-0.0019355381637633595,0.019642857142857142
2020-11-04,48704.0,572.0,,,-0.0015604467805519053,0.05244755244755245,0.003469940867279895,0.006993006993006993
2020-11-05,50276.0,601.0,,,0.005231124194446654,-0.028286189683860232,-0.0024266051396292466,-0.03161397670549085
2020-11-06,52081.0,618.0,,,-0.006048270962539122,-0.011326860841423949,-0.007123519133657188,0.03559870550161812
2020-11-07,53727.0,633.0,,,0.012712416475887356,0.00631911532385466,-0.001377333556684721,-0.023696682464454975
2020-11-08,54844.0,644.0,,,-0.002862665013492816,-0.0015527950310559005,0.0011487127124206842,-0.007763975155279503
2020-11-09,55997.0,649.0,,,-0.0012322088683322321,0.0030816640986132513,-0.007875421897601657,0.0015408320493066256
2020-11-10,56944.0,649.0,,,0.0031961225063220004,0.040061633281972264,0.0020897724079797695,0.05701078582434515
2020-11-11,58040.0,691.0,,,0.004221226740179187,-0.03762662807525326,0.001516195727084769,-0.05499276410998553
2020-11-12,59875.0,703.0,,,-0.006430062630480167,-0.002844950213371266,-0.013828810020876827,-0.002844950213371266
2020-11-13,61365.0,713.0,,,-0.0009125723132078547,0.04067321178120617,-0.012042695347510795,-0.0070126227208976155
2020-11-14,63694.0,732.0,,,-0.01188494991678965,-0.025956284153005466,-0.02408390115238484,-0.00819672131147541
2020-11-15,64654.0,742.0,,,0.003402728369474433,-0.005390835579514825,-0.0036347325764840535,-0.013477088948787063
2020-11-16,65738.0,749.0,,,-0.005658827466609876,-0.0013351134846461949,-0.007438619976269433,0.006675567423230975
2020-11-17,66867.0,775.0,,,-0.0009421687828076629,0.014193548387096775,-0.00991520480954731,0.0012903225806451613
2020-11-18,68208.0,791.0,,,-0.0023017827820783487,-0.015170670037926675,-0.011582219094534366,-0.0050568900126422255
2020-11-19,69658.0,801.0,,,-0.006359642826380315,0.0,-0.006216084297568119,0.0012484394506866417
